CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,SupportTickets,LoginFrequency,AvgSessionTime,LastActivityDays,SatisfactionScore,Churn
102231,Male,47,20,2325,46500,Yearly,Debit Card,3,27,90.1,87,3,Yes
102232,Male,53,6,1529,9174,Quarterly,Debit Card,0,13,120.0,43,9,No
102233,Female,61,50,2744,137200,Monthly,UPI,0,8,54.97,2,1,No
102234,Male,38,13,693,9009,Monthly,Bank Transfer,3,24,84.84,10,8,No
102235,Male,30,43,914,39302,Yearly,Bank Transfer,2,17,97.57,39,10,No
102236,Female,44,2,1279,2558,Quarterly,Credit Card,5,3,56.34,41,4,Yes
102237,Female,43,49,1460,71540,Quarterly,Debit Card,9,19,22.05,32,10,No
102238,Male,69,7,1393,9751,Monthly,Credit Card,0,4,84.2,17,9,No
102239,Female,18,20,2129,42580,Monthly,Debit Card,2,30,21.18,65,4,Yes
102240,Female,26,68,1373,93364,Quarterly,UPI,8,12,95.81,63,2,Yes
102241,Male,40,46,954,43884,Quarterly,Credit Card,3,21,5.97,39,7,No
102242,Female,24,12,871,10452,Yearly,Credit Card,9,6,83.96,71,2,Yes
102243,Male,36,9,2612,23508,Yearly,Debit Card,2,21,18.16,44,6,No
102244,Male,34,5,1197,5985,Quarterly,Debit Card,7,2,7.71,22,10,Yes
102245,Female,23,11,887,9757,Monthly,Credit Card,8,5,88.19,66,4,Yes
102246,Male,40,23,2049,47127,Monthly,UPI,2,7,8.38,80,10,No
102247,Female,66,34,2058,69972,Quarterly,UPI,5,18,114.91,63,1,Yes
102248,Male,27,34,2983,101422,Quarterly,Debit Card,6,10,118.57,39,1,Yes
102249,Female,33,39,660,25740,Monthly,Bank Transfer,0,13,62.41,79,2,Yes
102250,Male,40,27,1362,36774,Yearly,Debit Card,4,24,14.55,19,8,No
102251,Male,70,53,715,37895,Quarterly,UPI,2,18,50.34,40,3,Yes
102252,Female,62,1,1886,1886,Quarterly,UPI,6,17,103.43,90,7,No
102253,Female,50,36,2535,91260,Quarterly,Bank Transfer,9,3,59.43,52,8,Yes
102254,Male,41,11,2917,32087,Monthly,Credit Card,2,22,52.47,7,10,No
102255,Female,37,14,2616,36624,Monthly,UPI,8,26,32.06,64,5,No
102256,Female,65,35,1558,54530,Quarterly,UPI,3,26,113.96,6,5,No
102257,Female,28,20,2776,55520,Quarterly,Bank Transfer,5,3,71.11,32,7,Yes
102258,Male,67,23,2932,67436,Monthly,Credit Card,6,1,82.12,36,5,Yes
102259,Male,47,64,628,40192,Monthly,Credit Card,3,25,103.58,70,9,No
102260,Female,50,55,2703,148665,Yearly,UPI,4,8,88.26,43,4,Yes
102261,Male,43,68,2498,169864,Quarterly,Bank Transfer,4,17,104.61,53,10,No
102262,Male,28,3,1044,3132,Quarterly,Bank Transfer,1,12,27.55,5,2,No
102263,Female,21,36,785,28260,Quarterly,Debit Card,2,3,5.48,3,4,Yes
102264,Female,21,31,2369,73439,Monthly,UPI,2,16,23.76,82,2,Yes
102265,Male,23,26,2725,70850,Monthly,Bank Transfer,9,4,8.73,70,8,Yes
102266,Male,66,2,1285,2570,Yearly,Debit Card,4,7,90.97,14,8,No
102267,Male,58,60,486,29160,Quarterly,UPI,10,25,92.46,53,9,No
102268,Male,55,46,1358,62468,Yearly,Bank Transfer,9,22,102.22,64,1,Yes
102269,Male,22,60,338,20280,Monthly,Debit Card,8,27,44.18,46,6,No
102270,Male,53,44,2235,98340,Yearly,Debit Card,2,17,65.1,2,2,No
102271,Male,47,1,530,530,Monthly,Debit Card,2,16,17.17,76,8,No
102272,Male,26,4,2225,8900,Monthly,Debit Card,8,18,33.9,78,2,Yes
102273,Female,32,63,2287,144081,Monthly,Debit Card,1,25,106.01,25,9,No
102274,Male,61,72,1474,106128,Yearly,Bank Transfer,1,28,95.2,23,1,No
102275,Female,60,60,995,59700,Quarterly,UPI,8,28,96.82,1,1,Yes
102276,Female,55,18,797,14346,Monthly,Debit Card,6,7,74.28,20,3,Yes
102277,Female,19,49,1931,94619,Quarterly,Debit Card,5,18,83.46,33,8,No
102278,Male,54,46,784,36064,Quarterly,UPI,6,3,15.29,88,10,Yes
102279,Female,22,8,894,7152,Monthly,Debit Card,1,24,111.69,38,7,No
102280,Female,68,28,2440,68320,Monthly,Bank Transfer,5,7,102.58,83,1,Yes
102281,Female,52,15,860,12900,Quarterly,Credit Card,8,20,30.34,73,4,Yes
102282,Male,38,2,605,1210,Monthly,Credit Card,1,10,21.95,76,7,No
102283,Female,62,48,1793,86064,Quarterly,Debit Card,1,30,86.99,60,7,No
102284,Female,53,32,1253,40096,Monthly,Credit Card,10,8,5.36,42,10,No
102285,Female,67,3,2022,6066,Monthly,Debit Card,1,27,63.14,63,5,No
102286,Female,38,55,1310,72050,Yearly,Credit Card,1,28,20.73,60,6,No
102287,Male,32,10,703,7030,Yearly,Bank Transfer,7,29,92.98,42,8,No
102288,Male,42,64,1363,87232,Yearly,Credit Card,1,17,92.68,46,6,No
102289,Female,68,60,928,55680,Quarterly,Debit Card,3,6,92.21,2,7,No
102290,Male,20,48,2219,106512,Quarterly,Credit Card,4,25,55.78,59,7,No
102291,Male,41,4,2199,8796,Quarterly,Bank Transfer,3,15,91.79,64,1,Yes
102292,Male,24,62,550,34100,Quarterly,Bank Transfer,10,18,40.29,61,4,Yes
102293,Male,37,30,1514,45420,Yearly,Bank Transfer,0,17,86.15,56,3,Yes
102294,Female,34,24,1007,24168,Quarterly,Debit Card,0,13,117.85,72,3,Yes
102295,Female,44,58,487,28246,Quarterly,Bank Transfer,8,6,20.65,38,9,No
102296,Male,63,58,2258,130964,Monthly,Bank Transfer,6,21,28.95,18,4,Yes
102297,Female,56,71,866,61486,Monthly,UPI,6,30,107.71,53,8,No
102298,Female,60,56,513,28728,Yearly,Credit Card,8,24,96.69,77,8,No
102299,Male,21,67,1257,84219,Yearly,Bank Transfer,8,30,94.72,75,7,No
102300,Male,48,31,2449,75919,Monthly,Debit Card,0,9,90.35,3,6,No
102301,Female,30,42,336,14112,Yearly,Bank Transfer,7,20,52.32,32,7,No
102302,Female,63,8,2197,17576,Quarterly,Bank Transfer,7,24,34.29,76,9,No
102303,Male,68,56,413,23128,Yearly,Bank Transfer,1,28,21.92,90,10,No
102304,Male,29,24,2165,51960,Monthly,UPI,3,16,25.18,16,7,No
102305,Female,59,19,2203,41857,Quarterly,Debit Card,1,16,74.78,9,2,No
102306,Male,57,63,1506,94878,Yearly,Bank Transfer,6,4,18.11,7,3,Yes
102307,Male,20,35,2566,89810,Quarterly,UPI,8,27,113.1,73,7,No
102308,Male,19,55,1033,56815,Monthly,Debit Card,0,19,119.41,74,4,Yes
102309,Female,49,71,1928,136888,Monthly,Credit Card,1,1,53.56,23,5,No
102310,Male,69,4,379,1516,Monthly,Debit Card,1,28,111.24,59,8,No
102311,Male,36,58,344,19952,Yearly,UPI,0,29,29.0,87,6,No
102312,Female,54,53,1445,76585,Monthly,Credit Card,7,27,104.25,32,3,Yes
102313,Male,53,57,2074,118218,Monthly,UPI,9,6,115.16,56,5,No
102314,Male,40,5,549,2745,Yearly,Bank Transfer,6,24,17.5,33,6,No
102315,Male,66,29,2192,63568,Quarterly,UPI,9,24,67.21,16,4,Yes
102316,Female,59,12,1210,14520,Monthly,Bank Transfer,9,6,117.12,49,2,Yes
102317,Female,59,55,2153,118415,Quarterly,UPI,2,2,57.17,53,7,Yes
102318,Female,34,22,1141,25102,Yearly,Bank Transfer,10,18,7.69,45,5,No
102319,Female,65,1,311,311,Quarterly,Bank Transfer,8,17,91.66,38,7,No
102320,Male,56,3,723,2169,Monthly,UPI,0,6,26.41,1,9,No
102321,Male,35,10,2838,28380,Quarterly,Credit Card,5,29,72.25,30,5,No
102322,Male,29,23,1312,30176,Monthly,UPI,2,29,33.14,24,6,No
102323,Female,21,9,1657,14913,Monthly,UPI,2,2,118.77,83,6,Yes
102324,Female,62,37,1958,72446,Monthly,UPI,10,11,91.83,28,1,Yes
102325,Male,55,32,1914,61248,Quarterly,UPI,2,7,5.83,31,5,No
102326,Male,25,69,2942,202998,Monthly,Bank Transfer,5,1,91.56,68,10,Yes
102327,Female,38,12,1665,19980,Yearly,UPI,9,6,114.41,56,1,Yes
102328,Male,48,16,1111,17776,Quarterly,Bank Transfer,3,5,72.62,51,8,No
102329,Female,59,36,1046,37656,Monthly,UPI,1,6,108.69,49,1,Yes
102330,Female,46,44,1040,45760,Monthly,UPI,1,20,16.49,16,10,No
102331,Female,38,48,1422,68256,Monthly,Debit Card,6,8,33.97,54,3,Yes
102332,Male,46,14,2043,28602,Monthly,Credit Card,2,29,5.52,79,1,Yes
102333,Female,21,21,862,18102,Monthly,UPI,8,22,86.09,40,5,No
102334,Female,24,9,340,3060,Quarterly,UPI,3,12,87.78,45,6,No
102335,Male,51,18,1273,22914,Quarterly,Debit Card,9,4,110.49,38,2,Yes
102336,Male,41,60,2779,166740,Yearly,Bank Transfer,2,21,103.9,59,5,No
102337,Female,62,20,1341,26820,Yearly,Credit Card,8,3,72.93,30,9,Yes
102338,Female,49,1,469,469,Yearly,Debit Card,8,10,100.39,63,8,No
102339,Female,40,26,2714,70564,Monthly,Bank Transfer,3,7,105.35,75,3,Yes
102340,Female,35,8,1487,11896,Monthly,Bank Transfer,5,6,78.2,69,8,No
102341,Male,67,46,2517,115782,Quarterly,Debit Card,8,24,86.72,24,9,No
102342,Female,43,62,2380,147560,Quarterly,UPI,6,5,80.72,2,3,Yes
102343,Female,23,22,1606,35332,Yearly,Debit Card,4,12,24.41,81,4,Yes
102344,Male,40,21,735,15435,Yearly,Debit Card,2,6,24.32,1,6,No
102345,Female,29,39,1072,41808,Yearly,Credit Card,2,15,15.42,52,9,No
102346,Female,54,22,657,14454,Yearly,UPI,2,26,73.31,35,4,Yes
102347,Female,20,2,997,1994,Monthly,Debit Card,10,20,50.83,50,7,No
102348,Female,30,34,1779,60486,Monthly,Credit Card,5,30,59.88,74,1,Yes
102349,Male,21,37,2817,104229,Yearly,Credit Card,0,21,71.12,29,1,No
102350,Male,28,32,1027,32864,Quarterly,Debit Card,3,12,15.77,79,9,No
102351,Male,47,29,387,11223,Quarterly,Credit Card,0,13,41.84,53,1,Yes
102352,Female,26,36,2241,80676,Quarterly,Bank Transfer,1,13,30.11,7,7,No
102353,Female,32,68,2644,179792,Quarterly,UPI,5,23,27.99,1,1,No
102354,Male,61,55,900,49500,Monthly,UPI,7,3,118.05,84,7,Yes
102355,Female,36,26,2933,76258,Yearly,Credit Card,6,26,115.97,1,2,Yes
102356,Female,70,39,1729,67431,Quarterly,Credit Card,3,5,110.27,49,2,Yes
102357,Female,51,26,2997,77922,Quarterly,Debit Card,2,15,114.37,60,8,No
102358,Male,57,5,1497,7485,Monthly,Bank Transfer,3,14,106.2,77,5,No
102359,Female,19,9,2395,21555,Monthly,Debit Card,5,16,76.27,12,6,No
102360,Female,53,25,990,24750,Monthly,Debit Card,4,6,40.38,5,3,No
102361,Female,45,35,1400,49000,Quarterly,UPI,7,3,62.61,28,3,Yes
102362,Male,40,50,344,17200,Quarterly,Bank Transfer,4,19,90.72,72,8,No
102363,Male,35,49,2625,128625,Yearly,Debit Card,2,27,24.89,71,7,No
102364,Male,56,67,349,23383,Quarterly,UPI,4,14,62.6,83,2,Yes
102365,Male,43,44,1014,44616,Yearly,Bank Transfer,5,21,31.96,34,8,No
102366,Male,34,3,2253,6759,Yearly,Debit Card,0,27,10.74,28,10,No
102367,Male,47,63,1502,94626,Yearly,Bank Transfer,10,28,36.72,12,7,No
102368,Female,59,59,2520,148680,Quarterly,Debit Card,6,2,34.49,10,7,Yes
102369,Male,43,54,1888,101952,Yearly,Credit Card,7,28,47.29,86,3,Yes
102370,Male,21,39,2419,94341,Monthly,Debit Card,1,29,59.67,47,9,No
102371,Female,20,22,1561,34342,Yearly,Debit Card,1,19,79.73,66,1,Yes
102372,Female,66,72,1788,128736,Quarterly,Credit Card,0,13,43.81,30,5,No
102373,Male,31,5,2040,10200,Monthly,Debit Card,3,8,60.55,34,8,No
102374,Male,53,57,2229,127053,Monthly,UPI,3,22,89.51,51,1,Yes
102375,Male,57,54,1451,78354,Monthly,Debit Card,7,14,63.43,82,10,No
102376,Male,42,65,1649,107185,Quarterly,UPI,5,14,70.85,64,4,Yes
102377,Female,43,27,2409,65043,Monthly,Bank Transfer,10,10,96.86,89,3,Yes
102378,Male,25,42,865,36330,Yearly,Debit Card,0,28,11.75,73,5,No
102379,Male,44,72,2113,152136,Quarterly,UPI,1,14,26.48,51,9,No
102380,Male,48,8,2666,21328,Monthly,UPI,1,25,93.17,20,7,No
102381,Male,49,66,2620,172920,Monthly,UPI,9,27,53.15,86,2,Yes
102382,Female,65,42,670,28140,Monthly,Debit Card,3,29,99.57,59,4,Yes
102383,Female,28,40,2705,108200,Monthly,UPI,4,20,87.57,51,3,Yes
102384,Female,37,69,1272,87768,Yearly,Credit Card,10,22,17.99,11,4,Yes
102385,Male,42,46,2141,98486,Yearly,UPI,9,25,12.3,53,10,No
102386,Female,34,44,308,13552,Yearly,UPI,8,27,115.24,24,8,No
102387,Male,69,35,2997,104895,Monthly,UPI,8,8,95.02,35,9,No
102388,Male,42,10,2231,22310,Yearly,Debit Card,8,15,114.69,53,2,Yes
102389,Male,24,35,2942,102970,Quarterly,Bank Transfer,3,22,106.49,43,2,Yes
102390,Male,30,19,1645,31255,Quarterly,Credit Card,10,29,18.16,11,9,No
102391,Female,20,7,2883,20181,Quarterly,Credit Card,9,30,28.41,52,3,Yes
102392,Male,47,66,2923,192918,Monthly,Debit Card,8,21,22.28,66,1,Yes
102393,Female,37,22,2967,65274,Yearly,Bank Transfer,6,20,91.51,22,9,No
102394,Female,54,4,2414,9656,Monthly,Debit Card,0,22,77.6,18,8,No
102395,Male,64,12,2032,24384,Yearly,Debit Card,6,3,103.74,0,9,Yes
102396,Male,53,22,842,18524,Monthly,UPI,7,26,101.68,50,7,No
102397,Male,44,31,2903,89993,Monthly,Bank Transfer,1,20,37.27,7,8,No
102398,Male,59,28,2966,83048,Quarterly,Bank Transfer,9,11,119.81,80,7,No
102399,Female,69,63,344,21672,Yearly,UPI,0,29,39.3,22,2,No
102400,Male,27,48,2698,129504,Monthly,Debit Card,6,7,46.89,2,10,No
102401,Female,70,2,2148,4296,Yearly,Credit Card,8,6,33.74,72,5,No
102402,Male,42,49,1502,73598,Quarterly,UPI,7,21,102.11,16,1,Yes
102403,Female,50,40,2040,81600,Monthly,Debit Card,5,2,95.82,28,6,No
102404,Male,25,36,1414,50904,Quarterly,Debit Card,0,22,119.78,51,4,Yes
102405,Male,30,32,1983,63456,Monthly,UPI,5,17,54.21,51,5,No
102406,Female,36,49,2466,120834,Yearly,Credit Card,7,13,19.87,79,10,No
102407,Female,29,40,506,20240,Yearly,Debit Card,7,19,26.22,17,3,Yes
102408,Female,43,53,1872,99216,Monthly,Debit Card,9,19,114.09,1,3,Yes
102409,Male,55,53,2799,148347,Yearly,UPI,3,6,29.76,48,6,No
102410,Female,63,71,2408,170968,Quarterly,Debit Card,7,24,75.26,71,7,No
102411,Male,34,48,797,38256,Yearly,UPI,6,30,10.62,38,1,Yes
102412,Male,56,33,1640,54120,Yearly,UPI,9,29,117.25,12,4,Yes
102413,Male,22,11,420,4620,Quarterly,Bank Transfer,2,5,10.71,1,7,No
102414,Female,65,60,575,34500,Yearly,UPI,6,30,103.08,78,3,Yes
102415,Male,19,37,1530,56610,Monthly,Debit Card,9,24,41.96,27,2,Yes
102416,Female,59,70,2810,196700,Quarterly,Debit Card,2,16,39.17,75,1,Yes
102417,Male,21,18,2958,53244,Yearly,UPI,0,10,31.86,79,6,No
102418,Male,57,30,2053,61590,Quarterly,Debit Card,9,1,19.39,54,8,Yes
102419,Male,18,70,2487,174090,Monthly,Debit Card,0,30,80.77,51,6,No
102420,Female,24,32,1973,63136,Yearly,Debit Card,0,21,70.77,78,8,No
102421,Male,68,62,1568,97216,Quarterly,Debit Card,10,5,34.63,0,5,No
102422,Female,60,21,1095,22995,Yearly,Bank Transfer,3,11,102.8,84,2,Yes
102423,Male,59,13,2331,30303,Monthly,Credit Card,0,1,62.08,62,8,Yes
102424,Male,20,45,2657,119565,Monthly,Bank Transfer,3,2,100.83,11,7,No
102425,Male,47,10,1092,10920,Monthly,UPI,3,19,39.3,61,9,No
102426,Female,53,24,2137,51288,Yearly,Credit Card,4,26,94.67,35,5,No
102427,Male,67,64,2003,128192,Monthly,Bank Transfer,0,14,118.44,68,8,No
102428,Male,68,1,612,612,Quarterly,Credit Card,7,23,117.41,41,7,No
102429,Male,52,72,1278,92016,Yearly,Bank Transfer,5,28,14.02,61,2,Yes
102430,Male,53,46,2778,127788,Quarterly,Credit Card,3,13,44.6,4,5,No
102431,Female,35,70,2150,150500,Yearly,Debit Card,1,24,81.94,41,2,Yes
102432,Female,70,32,492,15744,Quarterly,Credit Card,10,20,10.82,50,2,Yes
102433,Female,25,2,1606,3212,Yearly,Bank Transfer,3,19,118.24,39,1,Yes
102434,Male,61,32,633,20256,Monthly,Debit Card,8,20,50.27,22,3,Yes
102435,Female,61,21,1822,38262,Quarterly,Credit Card,0,25,80.91,65,4,Yes
102436,Male,56,69,1617,111573,Yearly,Bank Transfer,0,18,15.41,50,3,Yes
102437,Male,39,49,1134,55566,Yearly,Debit Card,6,10,20.2,26,10,No
102438,Female,19,8,1528,12224,Yearly,Credit Card,3,30,92.64,59,10,No
102439,Female,20,56,2587,144872,Yearly,UPI,0,16,9.72,77,9,No
102440,Female,32,16,2877,46032,Monthly,Credit Card,9,20,27.96,69,2,Yes
102441,Female,52,19,694,13186,Quarterly,Bank Transfer,6,26,69.5,12,7,No
102442,Male,25,44,2995,131780,Yearly,Debit Card,6,6,8.72,23,4,Yes
102443,Female,32,59,374,22066,Yearly,Debit Card,10,26,82.98,18,3,Yes
102444,Female,64,61,1513,92293,Yearly,Credit Card,4,16,104.31,35,6,No
102445,Male,36,18,2117,38106,Quarterly,Credit Card,10,30,99.63,10,4,Yes
102446,Female,69,44,2025,89100,Quarterly,Debit Card,3,24,20.21,34,10,No
102447,Female,18,53,2660,140980,Quarterly,UPI,3,6,117.27,89,6,No
102448,Male,26,18,1533,27594,Quarterly,Debit Card,6,24,98.49,68,2,Yes
102449,Male,39,58,1943,112694,Monthly,Debit Card,3,1,32.2,66,7,Yes
102450,Male,26,51,1819,92769,Yearly,Credit Card,3,13,79.4,1,7,No
102451,Male,18,55,2707,148885,Monthly,Credit Card,0,9,73.12,69,10,No
102452,Male,19,22,1794,39468,Yearly,Bank Transfer,3,2,43.98,18,1,Yes
102453,Female,32,26,2214,57564,Monthly,UPI,7,25,116.46,72,6,No
102454,Male,47,6,476,2856,Quarterly,Debit Card,9,2,112.46,55,9,Yes
102455,Female,36,42,479,20118,Yearly,Bank Transfer,4,9,84.75,17,10,No
102456,Male,58,43,2583,111069,Yearly,Credit Card,8,8,87.61,15,2,Yes
102457,Female,36,50,1165,58250,Quarterly,Debit Card,10,12,117.74,67,6,No
102458,Male,25,21,1819,38199,Quarterly,Debit Card,2,28,11.02,87,10,No
102459,Female,26,53,720,38160,Quarterly,Debit Card,0,13,8.51,52,4,Yes
102460,Male,26,2,1963,3926,Monthly,Bank Transfer,7,10,96.97,53,3,Yes
102461,Female,30,9,590,5310,Yearly,Credit Card,8,12,12.8,3,6,No
102462,Male,38,30,2335,70050,Quarterly,Credit Card,10,22,44.89,54,2,Yes
102463,Female,37,57,1034,58938,Monthly,UPI,0,19,33.21,16,6,No
102464,Female,34,42,531,22302,Yearly,Bank Transfer,7,10,29.59,33,10,No
102465,Female,25,41,1607,65887,Yearly,Credit Card,7,23,92.22,6,10,No
102466,Female,63,68,2080,141440,Quarterly,UPI,9,21,54.41,50,9,No
102467,Female,63,50,1097,54850,Yearly,Debit Card,1,29,35.34,30,9,No
102468,Female,21,72,1832,131904,Monthly,UPI,6,15,119.29,0,9,No
102469,Male,18,62,1386,85932,Yearly,Credit Card,7,28,69.82,69,2,Yes
102470,Male,31,21,2302,48342,Monthly,UPI,9,1,84.37,55,6,Yes
102471,Female,36,62,2616,162192,Quarterly,Credit Card,10,7,26.39,26,3,Yes
102472,Female,69,72,971,69912,Quarterly,Debit Card,2,30,75.99,30,6,No
102473,Male,32,24,1269,30456,Yearly,Bank Transfer,2,9,79.95,60,8,No
102474,Male,34,6,2656,15936,Yearly,Credit Card,3,5,12.5,2,3,No
102475,Male,31,25,1501,37525,Quarterly,Debit Card,2,8,80.88,35,9,No
102476,Female,70,68,2279,154972,Quarterly,Credit Card,9,5,42.75,86,1,Yes
102477,Female,38,35,535,18725,Quarterly,Credit Card,5,23,28.2,49,3,Yes
102478,Male,31,29,1464,42456,Yearly,UPI,0,4,26.2,50,1,Yes
102479,Female,47,56,2140,119840,Monthly,UPI,2,21,113.01,63,3,Yes
102480,Female,64,54,1945,105030,Quarterly,Credit Card,8,29,111.43,50,1,Yes
102481,Male,42,57,514,29298,Monthly,Bank Transfer,3,1,75.65,46,9,Yes
102482,Female,23,22,2881,63382,Yearly,Credit Card,8,20,78.64,17,5,No
102483,Male,61,39,1406,54834,Yearly,Debit Card,0,24,59.42,63,3,Yes
102484,Male,41,47,2021,94987,Yearly,Credit Card,2,17,101.81,58,7,No
102485,Female,30,56,1303,72968,Yearly,Bank Transfer,2,27,77.94,5,1,No
102486,Female,35,52,1458,75816,Quarterly,Debit Card,4,29,79.25,9,7,No
102487,Female,65,27,2637,71199,Yearly,Bank Transfer,8,4,101.84,75,4,Yes
102488,Female,70,10,440,4400,Quarterly,Credit Card,9,9,104.68,54,9,No
102489,Male,26,27,1186,32022,Yearly,UPI,6,5,117.17,37,7,No
102490,Male,63,33,713,23529,Yearly,Credit Card,6,29,80.96,16,2,Yes
102491,Male,34,14,1690,23660,Monthly,Credit Card,9,11,85.48,71,5,No
102492,Male,30,24,969,23256,Yearly,Bank Transfer,7,22,112.99,89,7,No
102493,Female,65,39,1928,75192,Yearly,Debit Card,10,6,12.38,43,3,Yes
102494,Male,46,66,827,54582,Yearly,Debit Card,8,25,11.65,18,9,No
102495,Male,42,70,2438,170660,Yearly,Credit Card,4,28,118.56,49,2,Yes
102496,Female,37,26,1815,47190,Quarterly,Bank Transfer,4,23,50.01,82,10,No
102497,Female,30,42,1403,58926,Yearly,UPI,6,17,116.67,79,8,No
102498,Male,54,57,507,28899,Monthly,Debit Card,3,5,14.62,15,7,No
102499,Female,38,52,1621,84292,Yearly,Debit Card,0,5,83.7,53,2,Yes
102500,Female,38,53,2441,129373,Quarterly,Bank Transfer,5,9,107.17,85,8,No
102501,Female,18,46,2065,94990,Monthly,Credit Card,2,4,49.44,60,5,Yes
102502,Female,61,58,843,48894,Monthly,Bank Transfer,8,11,13.2,67,7,No
102503,Male,34,49,930,45570,Quarterly,Bank Transfer,4,12,12.9,13,6,No
102504,Male,69,66,320,21120,Monthly,UPI,9,19,65.87,37,8,No
102505,Female,20,69,1603,110607,Yearly,Credit Card,0,14,57.05,29,9,No
102506,Female,27,32,1521,48672,Monthly,Debit Card,3,14,11.99,79,1,Yes
102507,Male,19,6,2804,16824,Yearly,Bank Transfer,5,26,90.87,69,1,Yes
102508,Female,58,28,2691,75348,Monthly,Debit Card,10,9,73.58,1,10,No
102509,Female,25,63,2574,162162,Monthly,Bank Transfer,4,5,49.76,19,6,No
102510,Female,31,35,473,16555,Quarterly,Debit Card,0,17,91.46,40,5,No
102511,Female,58,63,1618,101934,Yearly,UPI,8,10,70.9,73,1,Yes
102512,Male,26,3,2546,7638,Yearly,Debit Card,5,29,5.13,80,10,No
102513,Female,51,33,668,22044,Yearly,UPI,2,9,43.19,29,1,No
102514,Male,20,36,1578,56808,Monthly,Credit Card,0,20,69.8,24,8,No
102515,Female,47,57,2481,141417,Quarterly,Bank Transfer,7,22,114.9,36,8,No
102516,Female,61,15,2042,30630,Yearly,UPI,4,22,28.17,65,2,Yes
102517,Female,62,65,2927,190255,Yearly,Bank Transfer,2,17,17.19,40,10,No
102518,Male,65,54,2058,111132,Yearly,Bank Transfer,3,6,88.1,21,4,No
102519,Female,48,49,2181,106869,Quarterly,UPI,9,23,16.35,21,5,No
102520,Male,60,57,1044,59508,Yearly,Credit Card,0,7,47.73,51,7,No
102521,Male,36,68,2350,159800,Monthly,Debit Card,1,30,99.68,69,8,No
102522,Male,44,44,2547,112068,Monthly,UPI,4,19,20.35,79,7,No
102523,Male,27,19,2144,40736,Monthly,UPI,10,8,59.23,15,8,No
102524,Female,21,8,2520,20160,Yearly,Bank Transfer,6,2,98.14,34,6,Yes
102525,Female,44,58,2868,166344,Quarterly,Bank Transfer,5,19,41.1,9,5,No
102526,Female,65,68,462,31416,Monthly,Debit Card,8,3,64.13,79,9,Yes
102527,Male,53,46,2767,127282,Yearly,Bank Transfer,1,19,47.5,63,6,No
102528,Female,53,50,2370,118500,Yearly,Debit Card,6,6,52.27,26,9,No
102529,Female,23,68,2261,153748,Monthly,UPI,2,1,73.27,87,1,Yes
102530,Female,65,14,2888,40432,Monthly,Credit Card,1,6,22.79,3,10,No
102531,Male,70,70,702,49140,Monthly,Debit Card,10,17,5.81,83,7,No
102532,Female,55,52,492,25584,Monthly,UPI,9,13,60.32,15,1,Yes
102533,Male,32,19,2566,48754,Quarterly,Debit Card,8,19,81.06,49,3,Yes
102534,Female,49,59,481,28379,Quarterly,Debit Card,0,30,63.77,40,4,Yes
102535,Female,62,53,1685,89305,Quarterly,Credit Card,8,28,97.04,24,4,Yes
102536,Male,38,57,1193,68001,Quarterly,Bank Transfer,1,8,77.69,84,3,Yes
102537,Male,51,41,820,33620,Quarterly,UPI,10,15,64.41,45,1,Yes
102538,Male,24,36,2385,85860,Monthly,Bank Transfer,0,9,12.35,47,5,No
102539,Female,21,62,1229,76198,Monthly,Debit Card,10,2,66.61,19,2,Yes
102540,Male,65,57,2764,157548,Monthly,Debit Card,5,4,106.01,68,7,Yes
102541,Male,58,58,882,51156,Quarterly,Bank Transfer,7,20,46.07,6,9,No
102542,Female,19,66,2653,175098,Monthly,Debit Card,4,10,88.45,60,7,No
102543,Male,57,55,1192,65560,Quarterly,Debit Card,0,10,30.14,55,2,Yes
102544,Female,41,64,1754,112256,Quarterly,UPI,10,17,74.16,15,4,Yes
102545,Female,53,19,2385,45315,Yearly,UPI,7,22,86.73,13,4,Yes
102546,Female,59,18,1808,32544,Monthly,UPI,1,19,31.06,71,6,No
102547,Female,58,39,2552,99528,Yearly,Bank Transfer,6,3,66.82,8,6,Yes
102548,Female,36,56,1149,64344,Quarterly,Debit Card,6,26,86.54,59,1,Yes
102549,Female,52,50,2644,132200,Quarterly,Credit Card,1,6,110.98,80,6,No
102550,Female,18,63,560,35280,Quarterly,Credit Card,9,9,114.06,54,2,Yes
102551,Male,59,22,2612,57464,Quarterly,Credit Card,8,3,31.21,51,2,Yes
102552,Female,70,39,539,21021,Yearly,UPI,4,27,84.81,49,8,No
102553,Female,36,58,813,47154,Yearly,UPI,0,10,116.68,75,3,Yes
102554,Male,54,4,1724,6896,Yearly,Debit Card,2,26,86.31,81,7,No
102555,Female,47,24,1844,44256,Monthly,Debit Card,8,4,118.84,53,4,Yes
102556,Female,33,53,1583,83899,Quarterly,UPI,1,14,98.3,17,1,No
102557,Female,57,5,1201,6005,Yearly,Credit Card,2,5,13.32,87,3,Yes
102558,Female,49,27,1204,32508,Quarterly,Credit Card,7,24,15.79,70,7,No
102559,Female,35,58,2903,168374,Quarterly,Credit Card,1,20,36.55,19,6,No
102560,Male,47,4,1735,6940,Quarterly,Debit Card,2,20,109.42,31,4,Yes
102561,Male,53,56,515,28840,Quarterly,UPI,4,29,61.31,48,3,Yes
